pais,entidad,relacion,objeto
ecuador,la paila de cuatro orejas,ancianos_dicen,paila aparecerá cuando alguien corazón puro
ecuador,la paila de cuatro orejas,antes_morir,sin revelar ubicación
ecuador,la paila de cuatro orejas,aparecen_señales,luces nocturnas sobre lugares
ecuador,la paila de cuatro orejas,buscador,logró ver paila brillando bajo tierra
ecuador,la paila de cuatro orejas,desde_entonces,muchos buscadores intentan encontrar
ecuador,la paila de cuatro orejas,enterrada,hace siglos
ecuador,la paila de cuatro orejas,enterró,lugar secreto páramo
ecuador,la paila de cuatro orejas,hacendado_español,acumuló gran fortuna oro plata
ecuador,la paila de cuatro orejas,hombre,huyó despavorido nunca regresó
ecuador,la paila de cuatro orejas,indicios,indican cercanía tesoro principal
ecuador,la paila de cuatro orejas,indicios,pedazos cerámica antigua monedas sueltas
ecuador,la paila de cuatro orejas,mandó_fundir,todo oro en gran paila
ecuador,la paila de cuatro orejas,necesite,para ayudar comunidad
ecuador,la paila de cuatro orejas,no_por,codicia personal
ecuador,la paila de cuatro orejas,otro_vio_paila,al tocarla sintió descargas eléctricas terribles
ecuador,la paila de cuatro orejas,otros,encontrado indicios
ecuador,la paila de cuatro orejas,paila_con,cuatro asas
ecuador,la paila de cuatro orejas,paila_está,encantada protecciones poderosas
ecuador,la paila de cuatro orejas,paila_oro,con cuatro orejas
ecuador,la paila de cuatro orejas,quebrada_páramo,existe leyenda
ecuador,la paila de cuatro orejas,región_tribu,comunidad de biblián
ecuador,la paila de cuatro orejas,se_dice,época colonial
ecuador,la paila de cuatro orejas,señales,encuentros ancianos misteriosos dan pistas
ecuador,la paila de cuatro orejas,señales,sueños reveladores
ecuador,la paila de cuatro orejas,solo_persona,destinada podrá encontrarla llevársela
ecuador,la paila de cuatro orejas,temiendo,le robaran
ecuador,la paila de cuatro orejas,toro,embistiendo
ecuador,la paila de cuatro orejas,varios,han cavado extensamente sin éxito
ecuador,las lagunas verdes,al_que_salió,vieron perderse remolino
ecuador,las lagunas verdes,alguien_apostó,nadar cruzando laguna
ecuador,las lagunas verdes,algunos,murieron grandes nevazones
ecuador,las lagunas verdes,así,fue dominando laguna
ecuador,las lagunas verdes,aunque,nadie operándolas
ecuador,las lagunas verdes,botaron,sal
ecuador,las lagunas verdes,canoa_para,pasear en laguna
ecuador,las lagunas verdes,cuando_camino,de herradura
ecuador,las lagunas verdes,cuando_construía,carretera
ecuador,las lagunas verdes,de_noche,gente oía máquinas trabajaban
ecuador,las lagunas verdes,de_repente,reapareció casi muerto
ecuador,las lagunas verdes,después,celebraron misa
ecuador,las lagunas verdes,en_1968,compañía americana explorando minas azufre
ecuador,las lagunas verdes,en_lagunas,ha habido muchas cosas misteriosas
ecuador,las lagunas verdes,era_como,alguien las prendiera
ecuador,las lagunas verdes,estaban,atormentados cogidos tablones
ecuador,las lagunas verdes,frente_mina,encontraron remolino terrible
ecuador,las lagunas verdes,había,límite
ecuador,las lagunas verdes,hay,misterios en laguna verde
ecuador,las lagunas verdes,jóvenes,tenían canoa hecha tambores
ecuador,las lagunas verdes,límite,hasta cerca isla
ecuador,las lagunas verdes,límite,solo hasta media laguna
ecuador,las lagunas verdes,no_podían,ni hablar
ecuador,las lagunas verdes,otro,no aventuró mucho regresó rápido
ecuador,las lagunas verdes,padres,jesuitas misioneros
ecuador,las lagunas verdes,por_suerte,sopló viento fuerte
ecuador,las lagunas verdes,porque_si_hablaban,descargaban tormentas rayos
ecuador,las lagunas verdes,región_tribu,comunidad maldonado y cumbal
ecuador,las lagunas verdes,remolino,los atrapó media hora
ecuador,las lagunas verdes,tenían_pasar,calladitos
ecuador,las lagunas verdes,trabajaban,tractores volquetas todo
ecuador,las lagunas verdes,una_tarde,se atrevieron ir otro lado
ecuador,las lagunas verdes,uno_salió,medio muerto sin hablar
ecuador,las lagunas verdes,viento,ayudó salir
ecuador,leyenda colibrí,colibrí,pájaro exótico trópico ecuatorial
ecuador,leyenda colibrí,colibrí_característica,lucha subsistir con polen flores
ecuador,leyenda colibrí,corazón,disecado
ecuador,leyenda colibrí,dado_a,bebé recién nacido
ecuador,leyenda colibrí,disuelto_con,zumo flor naranjo
ecuador,leyenda colibrí,momento,cuando mujer alumbraba
ecuador,leyenda colibrí,preparaba,partera
ecuador,leyenda colibrí,preparación,cocción flor naranjo en agua
ecuador,leyenda colibrí,pócima_base,corazón de colibrí
ecuador,leyenda colibrí,si_niña,transmite belleza flor naranjo
ecuador,leyenda colibrí,si_niño,hereda bravura valentía colibrí
ecuador,leyenda colibrí,época,chonanas
ecuador,los ruidos de la mina,al_investigar,no encuentran nadie
ecuador,los ruidos de la mina,ancianos_explican,son espíritus mineros muertos
ecuador,los ruidos de la mina,carretas,rodando rieles oxidados no usan
ecuador,los ruidos de la mina,como_si,alguien trabajara galerías cercanas
ecuador,los ruidos de la mina,escuchan,ruidos misteriosos noche
ecuador,los ruidos de la mina,esperando,encontrar oro
ecuador,los ruidos de la mina,espíritus,continúan trabajando eternamente mina
ecuador,los ruidos de la mina,espíritus_atrapados,porque murieron codicia corazones
ecuador,los ruidos de la mina,hasta,encuentren veta madre buscaban vida
ecuador,los ruidos de la mina,minas_abandonadas,zaruma
ecuador,los ruidos de la mina,mineros,trabajan túneles profundos
ecuador,los ruidos de la mina,mineros_vivos,intentado seguir ruidos
ecuador,los ruidos de la mina,muertos_en,accidentes o derrumbes
ecuador,los ruidos de la mina,no_pueden,descansar en paz
ecuador,los ruidos de la mina,oyen,carretas cargadas mineral
ecuador,los ruidos de la mina,región_tribu,comunidad minera zaruma
ecuador,los ruidos de la mina,reportan,escuchar golpes pico pala
ecuador,los ruidos de la mina,ruidos,cesan inmediatamente
ecuador,los ruidos de la mina,ruidos,más fuertes noches luna nueva
ecuador,los ruidos de la mina,se_pierden,laberintos túneles abandonados
ecuador,los ruidos de la mina,se_siente,frío intenso
ecuador,los ruidos de la mina,si_espíritus_notan,alguien observa
ecuador,los ruidos de la mina,siempre,buscando más oro
ecuador,los ruidos de la mina,trabajando_con,herramientas antiguas
ecuador,los ruidos de la mina,tradición_indica,no molestar muertos trabajo eterno
ecuador,los ruidos de la mina,valientes,logran acercarse fuente ruidos
ecuador,los ruidos de la mina,ven,figuras espectrales mineros trabajando
ecuador,los ruidos de la mina,voces_humanas,conversan interior socavones clausurados
ecuador,mama shimbu,atributo_vinculado,eternidad
ecuador,mama shimbu,chuquiragua,planta de duracion eterna
ecuador,mama shimbu,culto_relacionado,chuquiragua
ecuador,mama shimbu,culto_sincretizado,virgen maria
ecuador,mama shimbu,habitaba,chorreras
ecuador,mama shimbu,habitaba,lagunas
ecuador,mama shimbu,habitaba,poguios
ecuador,mama shimbu,hace_referencia,madre de toda la comunidad
ecuador,mama shimbu,juan_paz_maldonado,cura de chunchi o xunxi
ecuador,mama shimbu,pueblo,puruha
ecuador,mama shimbu,puruha_se_consideraba,hija de mamashimbu
ecuador,mama shimbu,registrada_por,juan paz maldonado
ecuador,mama shimbu,registro_historico,cronica primeros años siglo xvi
ecuador,mama shimbu,relacionada_linguisticamente,a chimbu
ecuador,mama shimbu,sacrificios,virgenes indigenas
ecuador,mama shimbu,sincretismo,despues de la conquista
ecuador,mama shimbu,sincretismo_con,virgen de catequilla en chambo
ecuador,mama shimbu,sincretismo_con,virgen de la pena en pungala
ecuador,mama shimbu,sincretismo_con,virgen de la valvanera
ecuador,mama shimbu,sincretismo_con,virgen inmaculada agua santa en banos
ecuador,mama shimbu,tenia,templo en su honor
ecuador,mama shimbu,virgen_valvanera_ubicacion,cerca fuentes cunug poguio
ecuador,mincha rucu,encargado_de,guiar rito iniciacion catequillado
ecuador,mincha rucu,hace_alusion,anciano sabio
ecuador,mincha rucu,mi_en_lenguas_barbacoanas,sabiduria
ecuador,mincha rucu,poseedor_de,conocimientos antiguos
ecuador,mincha rucu,tambien_denominados,mirucus
ecuador,mincha rucu,tenian_bajo_mando,guerreros
ecuador,mitos y leyendas,se_encuentran_en,ecuador
ecuador,molino hidráulico,actualmente,solo funciona uno
ecuador,molino hidráulico,agua_cae,pozos haciendo girar rueda
ecuador,molino hidráulico,canal,trae agua haciendo chorrera
ecuador,molino hidráulico,chorrera_baja,fuerza rueda madera pozos
ecuador,molino hidráulico,consiste,dos piedras batanes una sobre otra
ecuador,molino hidráulico,encargado,no quiere trabajar máquina antigua
ecuador,molino hidráulico,eran,herramientas trabajo máquinas familia
ecuador,molino hidráulico,está_hecho,piedra madera solo puntal fierro
ecuador,molino hidráulico,fueron_hechos,mismos moradores sin traer maestro
ecuador,molino hidráulico,fuerza_agua,hacen mover piedra encima
ecuador,molino hidráulico,funcionan,fuerza agua río divide perú ecuador
ecuador,molino hidráulico,graderío,muelen triturar grano
ecuador,molino hidráulico,hijos,emigraron españa loja lago agrio
ecuador,molino hidráulico,historia_sobre,molinos hidráulicos tradicionales
ecuador,molino hidráulico,piedra_encima,va triturando cualquier clase grano
ecuador,molino hidráulico,región_tribu,comunidad de el salado
ecuador,molino hidráulico,rueda,hace dar vuelta piedra arriba
ecuador,molino hidráulico,sacan,tomita
ecuador,molino hidráulico,según_testimonio,abuelita domitila girón conoció cuatro molinos
ecuador,molino hidráulico,siendo,creatividad natal antepasados
ecuador,molino hidráulico,tienen_herramientas,llamadas graderío por campesinos
ecuador,molino hidráulico,ubicado,arriba puente internacional
ecuador,molino hidráulico,valor,se está perdiendo
ecuador,molino hidráulico,van,desapareciendo
ecuador,molino hidráulico,visitantes_vienen,conocerlos fotografiarlos por antiguos
ecuador,molino hidráulico,ya_no_opera,dueños fallecieron
ecuador,origen nombre salado,acudían,lamer piedras brotaba agua salada
ecuador,origen nombre salado,animales,silvestres domésticos acudían naturalmente
ecuador,origen nombre salado,comunidad,fronteriza ecuador perú
ecuador,origen nombre salado,comunidades_humanas,establecieron cerca recursos estratégicos
ecuador,origen nombre salado,creando,lugares reunión llamados saladeros
ecuador,origen nombre salado,debido,construcción carreteras falta protección
ecuador,origen nombre salado,explica_origen,nombre el salado
ecuador,origen nombre salado,historia_conecta,nombre con geografía ecología prácticas culturales
ecuador,origen nombre salado,historia_describe,antiguos habitantes descubrieron fuentes sal natural
ecuador,origen nombre salado,menciona,muchas vertientes saladas desaparecido
ecuador,origen nombre salado,nombre_proviene,presencia vertientes agua salada zona
ecuador,origen nombre salado,pide,mayor valoración protección vertientes restantes
ecuador,origen nombre salado,recursos,definieron asentamientos humanos páramo
ecuador,origen nombre salado,región_tribu,comunidad de el salado
ecuador,origen nombre salado,relato_incluye,información cómo explotaba sal
ecuador,origen nombre salado,sal,intercambios comerciales basados recurso
ecuador,origen nombre salado,sal,recurso valioso preservar alimentos alimentar ganado
ecuador,origen nombre salado,sal_importancia,economía local
ecuador,origen nombre salado,testimonio_lamenta,pérdida recursos naturales
ecuador,origen nombre salado,topónimos_preservan,memoria características recursos
ecuador,pichuishimbu,chicas,recogian sus choclos
ecuador,pichuishimbu,es,mujer en mito
ecuador,pichuishimbu,joven_vio,dos chicas hermosas
ecuador,pichuishimbu,lugar_chacra,cerca del rio grande
ecuador,pichuishimbu,mito_narra,joven chachi hizo chacra
ecuador,pichuishimbu,problema,robaban su maiz
ecuador,sacerdote sin cabeza,aparicion,por las noches
ecuador,sacerdote sin cabeza,busca,su cabeza
ecuador,sacerdote sin cabeza,caracteristica,no tiene cabeza
ecuador,sacerdote sin cabeza,castigo,fue decapitado
ecuador,sacerdote sin cabeza,causa_terror,entre la gente
ecuador,sacerdote sin cabeza,descrito_como,fantasma de sacerdote
ecuador,sacerdote sin cabeza,en_ecuador_barrio,santa rosa
ecuador,sacerdote sin cabeza,en_ecuador_llamado,descabezado
ecuador,sacerdote sin cabeza,es,personaje leyenda colonial
ecuador,sacerdote sin cabeza,fantasma_deambula,por las noches
ecuador,sacerdote sin cabeza,funcion,espantar pecadores
ecuador,sacerdote sin cabeza,funcion,reclamar justicia
ecuador,sacerdote sin cabeza,iglesia_era,ejecutora de castigos
ecuador,sacerdote sin cabeza,leyenda_comun,muchos paises latinoamerica
ecuador,sacerdote sin cabeza,lugares_aparicion,calles
ecuador,sacerdote sin cabeza,lugares_aparicion,ermitas iglesias
ecuador,sacerdote sin cabeza,origen,epoca evangelizacion colonial
ecuador,sacerdote sin cabeza,paises_con_leyenda,chile uruguay argentina
ecuador,sacerdote sin cabeza,paises_con_leyenda,el salvador ecuador peru
ecuador,sacerdote sin cabeza,paises_con_leyenda,mexico centroamerica colombia
ecuador,sacerdote sin cabeza,relato_popular,revancha a opresion
ecuador,sacerdote sin cabeza,tambien_conocido,cura sin cabeza
ecuador,sacerdote sin cabeza,tambien_conocido,fraile sin cabeza
ecuador,sacerdote sin cabeza,tambien_conocido,padre sin cabeza
ecuador,sacerdote sin cabeza,version_comportamiento,no adecuado para investidura
ecuador,sacerdote sin cabeza,version_injusticia,injustamente decapitado
ecuador,sacerdote sin cabeza,viste,habito de su orden
ecuador,sacerdote sin cabeza,viste,sotana
ecuador,siguanaba,apariencia,mujer atractiva desnuda o semidesnuda
ecuador,siguanaba,apariencia_dama_tapada,esbelta figura cubierta con velo
ecuador,siguanaba,desaparece_en,casa abandonada de don javier matute
ecuador,siguanaba,efecto,enferma enloquece o mata del susto
ecuador,siguanaba,en_ecuador_conocida_como,dama tapada
ecuador,siguanaba,es,espectro del folclor iberoamericano
ecuador,siguanaba,etimología,quiché siguanꞌwanaꞌbꞌa
ecuador,siguanaba,horario_aparición,entre 12 y 4 madrugada
ecuador,siguanaba,origen_tradición_oral,alma en pena mujer hermosa
ecuador,siguanaba,persigue,hombres
ecuador,siguanaba,pierde_en,barranco
ecuador,siguanaba,rostro,oculto
ecuador,siguanaba,rostro_verdadero,caballo o calavera
ecuador,siguanaba,significa,hermana espectral del abismo
ecuador,tesoro llanganatis,año_escondido,1533
ecuador,tesoro llanganatis,año_publicación,1860
ecuador,tesoro llanganatis,búsqueda,últimos quinientos años
ecuador,tesoro llanganatis,cantidad_estimada,750 toneladas oro trabajado
ecuador,tesoro llanganatis,creencia,localizado siglo xviii por antonio pastor
ecuador,tesoro llanganatis,creencia,maldición
ecuador,tesoro llanganatis,es,enorme cantidad oro labrado
ecuador,tesoro llanganatis,escondido_por,general incaico rumiñahui
ecuador,tesoro llanganatis,expedición_documentada,1933-1934 andrade marín
ecuador,tesoro llanganatis,origen,rescate de atahualpa
ecuador,tesoro llanganatis,popularizado_en_inglés_por,richard spruce
ecuador,tesoro llanganatis,rumiñahui,nunca reveló ubicación
ecuador,tesoro llanganatis,tirado_en,lago
ecuador,tesoro llanganatis,ubicación,cordillera llanganates
ecuador,tin-tin,actualidad,ser malévolo
ecuador,tin-tin,apariencia,ser pequeño y cabezón
ecuador,tin-tin,aspecto,duende o gnomo
ecuador,tin-tin,considerado,dios de la vida
ecuador,tin-tin,deidad_prehispánica,dios murciélago
ecuador,tin-tin,emite,silbido ululante y lúgubre
ecuador,tin-tin,en_isla_corazón_llamado,felipe o felipe el tintín
ecuador,tin-tin,es,personaje mítico
ecuador,tin-tin,facultad,fecundar mujeres
ecuador,tin-tin,folclor,litoral ecuatoriano
ecuador,tin-tin,hábitat,mangles
ecuador,tin-tin,instrumento,guitarra
ecuador,tin-tin,origen,isla puná
ecuador,tin-tin,persigue,mujeres jóvenes cejonas o velludas
ecuador,tin-tin,pies,virados hacia atrás
ecuador,tin-tin,poder,convertirse en ave pedrote o motmot
ecuador,tin-tin,similar_a,chuzalongo versión andina
ecuador,tin-tin,tradición_oral,montubios y cholos costeños
ecuador,tin-tin,usa,enorme sombrero
ecuador,tunda,acción,atrae personas a bosques
ecuador,tunda,adopta_forma,ser querido
ecuador,tunda,alimenta_víctimas_con,camarones
ecuador,tunda,categoría,visión no personaje
ecuador,tunda,cosmovisión,división tripartita monte río mar
ecuador,tunda,descrita_como,mujer monstruo
ecuador,tunda,en_andes,caña o carrizo para flautas
ecuador,tunda,es,visión afroecuatoriana
ecuador,tunda,etimología_da,haber o tener
ecuador,tunda,etimología_n,genitivo posesión
ecuador,tunda,etimología_thu,monte o cosa digna admirar
ecuador,tunda,interpretación,antigua diosa fertilidad esmeraldas
ecuador,tunda,interpretación_histórica,mujeres cimarronas
ecuador,tunda,mitología,esmeraldas
ecuador,tunda,origen_africano,sincretismo con umiña
ecuador,tunda,origen_palabra,cultura cayapa o chachi
ecuador,tunda,proceso,entundamiento
ecuador,tunda,relacionada_con,reino zambo de esmeraldas
ecuador,tunda,ritual_liberación,bombo con cánticos alegres
ecuador,tunda,significado,espíritu que hay en monte
ecuador,tunda,similitud_con,vampiro
ecuador,tunda,umiña,diosa manteños relacionada salud
ecuador,tunda,uso_flautas,ceremonias mortuorias alejar espíritus
ecuador,umina,adorada_como,diosa
ecuador,umina,consecuencia,diluvio universal
ecuador,umina,desastre_seria,sol luna estrellas caerian
ecuador,umina,encarnada_en,esmeralda gigante
ecuador,umina,era,hija de cacique manteño
